Industry,Complaint Type,Mediation Start Date,Mediation Close Date,Complaint Result,Satisfaction,Business City,Business State
Tow Truck Company - 124,Misrepresentation - M01,05/17/2018,05/22/2018,Complaint Invalid - CIN,,STATEN ISLAND,NY
Hotel/Motel - 460,Breach of Contract - B03,12/19/2017,12/27/2017,Credit Card Refund and/or Contract Cancelled - CRC,Yes,NEW YORK,NY
Furniture Sales - 242,Misrepresentation - M01,02/08/2017,02/21/2017,Cash Amount - AMT,Yes,ELMHURST,NY
Garage - 049,Damage / Estimate,06/12/2018,06/25/2018,No Satisfactory Agreement - NSA,No,NEW YORK,NY
Secondhand Dealer Auto - 005,Misrepresentation - M01,09/27/2018,09/27/2018,Credit Card Refund and/or Contract Cancelled - CRC,Yes,BRONX,NY
Furniture Sales - 242,Exchange Goods/Contract Cancelled - E01,03/21/2017,04/21/2017,No Satisfactory Agreement - NSA,No,LIVERPOOL,NY
Misc Non-Food Retail - 817,Exchange Goods/Contract Cancelled - E01,07/25/2017,08/07/2017,Advised to Sue - ATS,No,NEW YORK,NY
Home Improvement Contractor - 100,Quality of Work - Q01,12/29/2017,02/01/2018,Advised to Sue - ATS,No,BETHPAGE,NY
Dealer In Products For The Disabled - 119,Exchange Goods/Contract Cancelled - E01,12/22/2017,01/19/2018,Resolved and Consumer Satisfied - SPF,Yes,BRONX,NY
Secondhand Dealer Auto - 005,Exchange Goods/Contract Cancelled - E01,11/17/2017,12/05/2017,Resolved and Consumer Satisfied - SPF,Yes,RICHMOND HILL,NY
Dry Cleaners - 230,Non-Delivery of Goods - N01,02/27/2018,03/07/2018,Unable to Locate Business - ULV,,BROOKLYN,NY
Tow Truck Company - 124,Billing Dispute - B02,08/23/2017,09/08/2017,Cash Amount - AMT,Yes,QUEENS VILLAGE,NY
Electronic Store - 001,Misrepresentation - M01,08/24/2017,10/04/2017,Referred to Outside - RTO,,BROOKLYN,NY
Jewelry Store-Retail - 823,Defective Goods - D02,12/27/2016,01/23/2017,No Consumer Response - NCR,,BROOKLYN,NY
Tow Truck Company - 124,Surcharge/Overcharge - S02,08/21/2018,09/10/2018,Advised to Sue - ATS,No,HOWARD BEACH,NY
Misc Non-Food Retail - 817,Billing Dispute - B02,04/12/2018,04/26/2018,Advised to Sue - ATS,No,NEW YORK,NY
Secondhand Dealer Auto - 005,Exchange Goods/Contract Cancelled - E01,06/07/2018,07/02/2018,Referred to Outside - RTO,,FLUSHING,NY
Pawnbroker - 080,Misrepresentation - M01,04/07/2017,04/26/2017,Unable to Locate Business - ULV,,BROOKLYN,NY
Secondhand Dealer Auto - 005,Exchange Goods/Contract Cancelled - E01,07/14/2017,09/07/2017,Cash Amount - AMT,Yes,WANTAGH,NY
Misc Non-Food Retail - 817,Defective Goods - D02,04/27/2017,05/10/2017,Store Credit - SCR,Yes,JAMAICA,NY
Electronic Store - 001,Exchange Goods/Contract Cancelled - E01,10/04/2017,10/17/2017,Referred to Manufacturer - RMF,,BROOKLYN,NY
Electronic Store - 001,Billing Dispute - B02,12/01/2017,01/08/2018,Referred to Outside - RTO,,BRONX,NY
Secondhand Dealer Auto - 005,Non-Delivery of Goods - N01,12/22/2017,01/05/2018,Cash Amount - AMT,Yes,WOODSIDE,NY
Dealer In Products For The Disabled - 119,Misrepresentation - M01,06/23/2017,07/05/2017,Cash Amount - AMT,Yes,BROOKLYN,NY
Misc Non-Food Retail - 817,Exchange Goods/Contract Cancelled - E01,02/03/2017,02/13/2017,Credit Card Refund and/or Contract Cancelled - CRC,Yes,FARMINGDALE,NY
Secondhand Dealer Auto - 005,Non-Delivery of Goods - N01,06/20/2017,08/15/2017,Referred to Outside - RTO,,BRONX,NY
Secondhand Dealer Auto - 005,Exchange Goods/Contract Cancelled - E01,05/10/2017,05/19/2017,Consumer Took Action - CTA,No,BROOKLYN,NY
Tow Truck Company - 124,Misrepresentation - M01,11/06/2017,11/15/2017,Cash Amount - AMT,Yes,BROOKLYN,NY
Electronic Store - 001,Exchange Goods/Contract Cancelled - E01,03/02/2018,03/12/2018,Unable to Locate Business - ULV,,NEW YORK,NY
Home Improvement Contractor - 100,Quality of Work - Q01,01/31/2017,02/22/2017,Goods Repaired - GRS,Yes,VALLEY STREAM,NY
Electronic Store - 001,Outstanding Judgment - J01,06/20/2017,08/03/2017,Resolved and Consumer Satisfied - SPF,Yes,S RICHMOND HL,NY
Home Improvement Contractor - 100,Quality of Work - Q01,11/02/2017,11/15/2017,Advised to Sue - ATS,No,BROOKLYN,NY
Retail Store - 820,Damaged Goods - D01,10/12/2017,11/20/2017,Cash Amount - AMT,Yes,BRONX,NY
Debt Collection Agency - 122,Billing Dispute - B02,08/14/2017,08/29/2017,Bill Reduced - BLR,Yes,VALHALLA,NY
Home Improvement Contractor - 100,Quality of Work - Q01,09/29/2017,11/08/2017,Advised to Sue - ATS,No,NEW YORK,NY
Mailorder Misc - 319,Non-Delivery of Goods - N01,06/05/2017,06/28/2017,Unable to Locate Business - ULV,,NEW YORK,NY
Home Improvement Contractor - 100,Quality of Work - Q01,08/10/2017,08/28/2017,Referred to Hearing - RTH,No,NEW YORK,NY
Home Improvement Contractor - 100,Exchange Goods/Contract Cancelled - E01,01/03/2017,02/24/2017,Referred to Hearing - RTH,No,BROOKLYN,NY
Tow Truck Company - 124,Surcharge/Overcharge - S02,02/02/2018,03/02/2018,Cash Amount - AMT,Yes,WHITESTONE,NY
Electronic Store - 001,Exchange Goods/Contract Cancelled - E01,02/09/2018,02/22/2018,Advised to Sue - ATS,No,WILMINGTON,DE
Tow Truck Company - 124,Misrepresentation - M01,10/03/2017,11/29/2017,Cash Amount - AMT,Yes,BROOKLYN,NY
Other,Exchange Goods/Contract Cancelled - E01,03/30/2018,04/27/2018,Advised to Sue - ATS,No,NEW YORK,NY
Furniture Sales - 242,Exchange Goods/Contract Cancelled - E01,08/01/2017,09/05/2017,Advised to Sue - ATS,No,BROOKLYN,NY
Electronic Store - 001,Breach of Contract - B03,12/28/2017,01/18/2018,Resolved and Consumer Satisfied - SPF,Yes,OVERLAND,KS
Home Improvement Contractor - 100,Breach of Contract - B03,05/04/2017,06/20/2017,Referred to Hearing - RTH,No,FLUSHING,NY
Booting Company - 126,Contact Sign Not Posted,01/30/2017,03/08/2017,Advised to Sue - ATS,No,NEW YORK,NY
Garage & Parking Lot - 098,Damaged Goods - D01,12/15/2017,12/21/2017,Resolved and Consumer Satisfied - SPF,Yes,NEW YORK,NY
Laundry - 064,Lost Property - L02,07/03/2018,07/24/2018,Advised to Sue - ATS,No,BROOKLYN,NY
Health Spa - 839,Misrepresentation - M01,03/06/2018,03/14/2018,Resolved and Consumer Satisfied - SPF,Yes,NEW YORK,NY
Home Improvement Contractor - 100,Quality of Work - Q01,06/28/2017,08/11/2017,Cash Amount - AMT,Yes,BROOKLYN,NY
Electronic Store - 001,Breach of Warranty - B04,01/05/2018,01/25/2018,Goods Repaired - GRS,Yes,BROOKLYN,NY
Secondhand Dealer Auto - 005,Breach of Contract - B03,07/13/2017,07/28/2017,Referred to Outside - RTO,,BROOKLYN,NY
Home Improvement Contractor - 100,Quality of Work - Q01,05/04/2018,05/16/2018,Goods Repaired - GRS,Yes,MASSAPEQUA,NY
Home Improvement Contractor - 100,Quality of Work - Q01,05/24/2017,06/28/2017,Resolved and Consumer Satisfied - SPF,Yes,BROOKLYN,NY
Secondhand Dealer Auto - 005,Exchange Goods/Contract Cancelled - E01,12/16/2016,02/13/2017,No Consumer Response - NCR,,WOODSIDE,NY
Tow Truck Company - 124,Surcharge/Overcharge - S02,08/17/2018,09/21/2018,Advised to Sue - ATS,No,BROOKLYN,NY
Secondhand Dealer Auto - 005,Breach of Contract - B03,04/05/2018,05/03/2018,Advised to Sue - ATS,No,WOODSIDE,NY
Electronic Store - 001,Exchange Goods/Contract Cancelled - E01,12/12/2017,12/22/2017,Advised to Sue - ATS,No,JAMAICA,NY
Electronic Store - 001,Defective Goods - D02,07/27/2018,08/03/2018,Goods Exchanged - GEX,Yes,FARMINGDALE,NY
Electronic Store - 001,Exchange Goods/Contract Cancelled - E01,11/22/2017,01/04/2018,Resolved and Consumer Satisfied - SPF,Yes,S OZONE PARK,NY
Misc Non-Food Retail - 817,Non-Delivery of Goods - N01,05/04/2018,06/22/2018,No Satisfactory Preempted - NSP,,BROOKLYN,NY
Secondhand Dealer Auto - 005,Billing Dispute - B02,01/26/2018,03/01/2018,Referred to Outside - RTO,,BRONX,NY
Misc Non-Food Retail - 817,Exchange Goods/Contract Cancelled - E01,05/18/2017,06/21/2017,Advised to Sue - ATS,No,BRONX,NY
Tow Truck Company - 124,Damaged Goods - D01,12/20/2016,02/07/2017,Referred to Hearing - RTH,No,ROCKAWAY BEACH,NY
Secondhand Dealer Auto - 005,Damaged Goods - D01,03/30/2018,04/13/2018,Advised to Sue - ATS,No,BRONX,NY
Tow Truck Company - 124,Billing Dispute - B02,01/05/2018,01/19/2018,Cash Amount - AMT,Yes,BROOKLYN,NY
Supermarket - 819,Surcharge/Overcharge - S02,01/16/2018,01/29/2018,No Consumer Response - NCR,,NEW YORK,NY
Electronic Store - 001,Misrepresentation - M01,09/12/2017,09/22/2017,Store Credit - SCR,Yes,ALBUQUERQUE,NM
Home Improvement Contractor - 100,Non-Delivery of Service - N02,08/09/2017,09/01/2017,No Consumer Response - NCR,,OZONE PARK,NY
Furniture Sales - 242,Damaged Goods - D01,12/27/2016,01/05/2017,Cash Amount - AMT,Yes,FLUSHING,NY
Misc Non-Food Retail - 817,Non-Delivery of Goods - N01,08/10/2017,09/06/2017,Credit Card Refund and/or Contract Cancelled - CRC,Yes,MADISON,WI
Tow Truck Company - 124,Refund Policy - R01,05/30/2017,07/21/2017,Advised to Sue - ATS,No,STATEN ISLAND,NY
Appliances - 244,Damaged Goods - D01,07/06/2017,07/18/2017,Consumer Took Action - CTA,No,BRONX,NY
Electronic Store - 001,Exchange Goods/Contract Cancelled - E01,09/29/2017,10/27/2017,Goods Exchanged - GEX,Yes,BROOKLYN,NY
Furniture Sales - 242,Non-Delivery of Goods - N01,04/19/2018,05/01/2018,Referred to Outside - RTO,,BRONX,NY
Furniture Sales - 242,Exchange Goods/Contract Cancelled - E01,01/19/2017,03/03/2017,Advised to Sue - ATS,No,FLUSHING,NY
Secondhand Dealer Auto - 005,Exchange Goods/Contract Cancelled - E01,07/31/2017,08/18/2017,Advised to Sue - ATS,No,BRONX,NY
Secondhand Dealer Auto - 005,Billing Dispute - B02,12/29/2017,01/31/2018,Resolved and Consumer Satisfied - SPF,Yes,JAMAICA,NY
Appliances - 244,Damaged Goods - D01,08/03/2017,08/17/2017,Goods Repaired - GRS,Yes,WESTBURY,NY
Misc Non-Food Retail - 817,Exchange Goods/Contract Cancelled - E01,05/01/2018,04/30/2018,Cash Amount - AMT,Yes,FLUSHING,NY
Garage - 049,Misrepresentation - M01,01/20/2017,03/07/2017,Bill Reduced - BLR,Yes,NEW YORK,NY
Retail Store - 820,Misrepresentation - M01,11/14/2017,11/30/2017,Bill Reduced - BLR,Yes,NEW YORK,NY
Electronic Store - 001,Advertising/Misleading - A02,05/04/2018,06/01/2018,No Business Response - NVR,No,NEW YORK,NY
Misc Non-Food Retail - 817,Defective Goods - D02,03/09/2018,03/23/2018,Cash Amount - AMT,Yes,BENTONVILLE,AR
Catering Establishment - 075,Non-Delivery of Service - N02,08/17/2017,09/05/2017,No Business Response - NVR,No,BRONX,NY
Garage - 049,Non-Delivery Goods/Services,10/19/2017,11/09/2017,Cash Amount - AMT,Yes,BAYSIDE,NY
Retail Store - 820,Surcharge/Overcharge - S02,01/10/2017,02/17/2017,Consumer Took Action - CTA,No,VERNON,CA
Secondhand Dealer Auto - 005,Damaged Goods - D01,09/11/2017,09/26/2017,Cash Amount - AMT,Yes,BROOKLYN,NY
Dry Cleaners - 230,Damaged Goods - D01,08/14/2018,09/05/2018,Cash Amount - AMT,Yes,BROOKLYN,NY
Floor Coverings - 241,Quality of Work - Q01,11/24/2017,12/18/2017,Credit Card Refund and/or Contract Cancelled - CRC,Yes,NORTHLAKE,IL
Debt Collection Agency - 122,Billing Dispute - B02,12/27/2016,02/07/2017,Bill Reduced - BLR,Yes,ROSWELL,GA
Home Improvement Contractor - 100,Misrepresentation - M01,06/22/2017,07/06/2017,Consumer Took Action - CTA,No,BROOKLYN,NY
Retail Store - 820,Advertising/Misleading - A02,03/20/2017,04/27/2017,Resolved and Consumer Satisfied - SPF,Yes,BENTONVILLE,AR
Debt Collection Agency - 122,Harassment - H01,02/10/2017,03/15/2017,Bill Reduced - BLR,Yes,LOCKPORT,NY
Home Improvement Contractor - 100,Unauthorized Repair - U01,10/10/2017,11/02/2017,No Satisfactory Agreement - NSA,No,HOFFMAN ESTATES,IL
Secondhand Dealer Auto - 005,Damaged Goods - D01,04/27/2018,05/23/2018,Advised to Sue - ATS,No,LONG ISLAND CIT,NY
Health Spa - 839,Misrepresentation - M01,08/17/2018,09/06/2018,Unable to Locate Business - ULV,,NEW YORK,NY
Garage - 049,Damaged Goods - D01,07/10/2017,08/09/2017,Resolved and Consumer Satisfied - SPF,Yes,NEW YORK,NY
Laundry - 064,Advertising/General - A01,01/30/2018,02/01/2018,Resolved and Consumer Satisfied - SPF,Yes,LITTLE NECK,NY
Home Improvement Contractor - 100,Exchange Goods/Contract Cancelled - E01,04/27/2018,06/06/2018,Advised to Sue - ATS,No,WOODSIDE,NY
Misc Non-Food Retail - 817,Exchange Goods/Contract Cancelled - E01,05/11/2017,06/15/2017,Cash Amount - AMT,Yes,HOFFMAN ESTATES,IL
Misc Non-Food Retail - 817,Exchange Goods/Contract Cancelled - E01,10/31/2017,11/06/2017,Cash Amount - AMT,Yes,NEW YORK,NY
Debt Collection Agency - 122,Billing Dispute - B02,04/14/2017,04/26/2017,Resolved and Consumer Satisfied - SPF,Yes,JACKSONVILLE,FL
Electronic Store - 001,Misrepresentation - M01,07/26/2017,08/21/2017,Cash Amount - AMT,Yes,JAMAICA,NY
Home Improvement Contractor - 100,Quality of Work - Q01,10/19/2017,11/15/2017,Advised to Sue - ATS,No,BROOKLYN,NY
Debt Collection Agency - 122,Misrepresentation - M01,04/26/2017,05/08/2017,Bill Reduced - BLR,Yes,HOUSTON,TX
Home Improvement Contractor - 100,Misrepresentation - M01,10/23/2017,11/29/2017,Consumer Took Action - CTA,No,BROOKLYN,NY
Home Improvement Contractor - 100,Misrepresentation - M01,02/03/2017,02/13/2017,Goods Repaired - GRS,Yes,BROOKLYN,NY
Home Improvement Contractor - 100,Breach of Contract - B03,09/29/2017,10/27/2017,Referred to Outside - RTO,,VALLEY STREAM,NY
Misc Non-Food Retail - 817,Non-Delivery of Service - N02,05/02/2018,05/11/2018,Cash Amount - AMT,Yes,BROOKLYN,NY
Dry Cleaners - 230,Wrong Goods - W01,11/21/2017,11/29/2017,Goods Repaired - GRS,Yes,NEW YORK,NY
Floor Coverings - 241,Non-Delivery of Service - N02,10/11/2017,10/26/2017,No Satisfactory Agreement - NSA,No,BROOKLYN,NY
Debt Collection Agency - 122,Billing Dispute - B02,05/08/2017,05/19/2017,Bill Reduced - BLR,Yes,WHITE PLAINS,NY
Dry Cleaners - 230,Lost Property - L02,07/10/2018,07/23/2018,No Consumer Response - NCR,,BROOKLYN,NY
Tow Truck Company - 124,Billing Dispute - B02,07/27/2018,08/14/2018,Cash Amount - AMT,Yes,WHITESTONE,NY
Supermarket - 819,Misrepresentation - M01,10/05/2017,10/31/2017,No Satisfactory Agreement - NSA,No,FLUSHING,NY
Electronic Store - 001,Refund Policy - R01,03/17/2017,03/22/2017,Cash Amount - AMT,Yes,BRONX,NY
Hotel/Motel - 460,Surcharge/Overcharge - S02,10/12/2017,10/26/2017,Cash Amount - AMT,Yes,NEW YORK,NY
Furniture Sales - 242,Non-Delivery of Goods - N01,02/09/2018,03/06/2018,Unable to Locate Business - ULV,,BROOKLYN,NY
Dry Cleaners - 230,Non-Delivery of Goods - N01,04/03/2018,04/05/2018,No Business Response - NVR,No,NEW YORK,NY
Home Improvement Contractor - 100,Quality of Work - Q01,03/16/2018,03/29/2018,Cash Amount - AMT,Yes,BROOKLYN,NY
Restaurant - 818,Surcharge/Overcharge - S02,04/24/2017,05/02/2017,Credit Card Refund and/or Contract Cancelled - CRC,Yes,ELMHURST,NY
Home Improvement Contractor - 100,Quality of Work - Q01,09/13/2017,10/31/2017,Advised to Sue - ATS,No,STATEN ISLAND,NY
Dry Cleaners - 230,Damaged Goods - D01,07/10/2017,07/25/2017,Advised to Sue - ATS,No,FLUSHING,NY
Appliances - 244,Damaged Goods - D01,03/15/2018,04/02/2018,Goods Exchanged - GEX,Yes,ATLANTA,GA
Home Improvement Contractor - 100,Quality of Work - Q01,09/21/2017,10/20/2017,Cash Amount - AMT,Yes,AMITYVILLE,NY
Furniture Sales - 242,Damaged Goods - D01,07/19/2017,08/02/2017,Goods Exchanged - GEX,Yes,BROOKLYN,NY
Dry Cleaners - 230,Damaged Goods - D01,05/01/2018,05/17/2018,Credit Card Refund and/or Contract Cancelled - CRC,Yes,NEW YORK,NY
Tow Truck Company - 124,Misrepresentation - M01,01/12/2017,03/16/2017,Cash Amount - AMT,Yes,ASTORIA,NY
Appliances - 244,Defective Goods - D02,11/18/2016,01/04/2017,Complaint Invalid - CIN,,MELVILLE,NY
Garage - 049,Damaged Goods - D01,06/15/2018,07/17/2018,Resolved and Consumer Satisfied - SPF,Yes,NEW YORK,NY
Secondhand Dealer Auto - 005,Damaged Goods - D01,06/14/2017,07/17/2017,Goods Exchanged - GEX,Yes,JAMAICA,NY
Dealer In Products For The Disabled - 119,Defective Goods - D02,11/14/2017,11/15/2017,Complaint Invalid - CIN,,BROOKLYN,NY
Secondhand Dealer Auto - 005,Advertising/General - A01,07/14/2017,07/27/2017,Cash Amount - AMT,Yes,BRONX,NY
Debt Collection Agency - 122,Billing Dispute - B02,05/02/2017,05/19/2017,Resolved and Consumer Satisfied - SPF,Yes,VALHALLA,NY
Electronic Store - 001,Non-Delivery of Goods - N01,07/06/2017,08/16/2017,Goods Exchanged - GEX,Yes,JACKSON HTS,NY
Debt Collection Agency - 122,Misrepresentation - M01,08/09/2017,08/22/2017,Resolved and Consumer Satisfied - SPF,Yes,LAFAYETTE,LA
Electronic & Home Appliance Service Dealer - 115,Exchange Goods/Contract Cancelled - E01,11/06/2017,11/17/2017,Resolved and Consumer Satisfied - SPF,Yes,FLUSHING,NY
Jewelry Store-Retail - 823,Exchange Goods/Contract Cancelled - E01,04/27/2018,05/23/2018,Advised to Sue - ATS,No,NEW YORK,NY
Debt Collection Agency - 122,Billing Dispute - B02,12/22/2017,01/04/2018,Bill Reduced - BLR,Yes,HAUPPAUGE,NY
Electronic Store - 001,Exchange Goods/Contract Cancelled - E01,12/28/2017,02/16/2018,Credit Card Refund and/or Contract Cancelled - CRC,Yes,FARMINGDALE,NY
Misc Non-Food Retail - 817,Damaged Goods - D01,01/19/2017,02/07/2017,Advised to Sue - ATS,No,NEW YORK,NY
Tow Truck Company - 124,Surcharge/Overcharge - S02,07/12/2017,07/18/2017,Referred to Outside - RTO,,S OZONE PARK,NY
Furniture Sales - 242,Exchange Goods/Contract Cancelled - E01,10/25/2017,11/21/2017,Resolved and Consumer Satisfied - SPF,Yes,BRONX,NY
Funeral Homes - 888,Non-Delivery of Goods - N01,04/04/2017,05/11/2017,No Business Response - NVR,No,BRONX,NY
Pawnbroker - 080,Misrepresentation - M01,09/29/2017,10/26/2017,Cash Amount - AMT,Yes,SOUTH RICHMOND HILL,NY
Home Improvement Contractor - 100,Quality of Work - Q01,01/12/2018,02/13/2018,Advised to Sue - ATS,No,WESTBURY,NY
Tow Truck Company - 124,Billing Dispute - B02,09/12/2017,10/02/2017,Referred to Outside - RTO,,BRONX,NY
Home Improvement Contractor - 100,Quality of Work - Q01,04/27/2017,06/07/2017,Referred to Hearing - RTH,No,BELLMORE,NY
Garage - 049,Damage / Estimate,05/08/2017,05/30/2017,Cash Amount - AMT,Yes,NEW YORK,NY
Tow Truck Company - 124,Misrepresentation - M01,03/21/2017,04/18/2017,Cash Amount - AMT,Yes,BROOKLYN,NY
Employment Agency - 034,Non-Delivery of Service - N02,01/16/2018,01/24/2018,Unable to Locate Business - ULV,,NEW YORK,NY
Debt Collection Agency - 122,Harassment - H01,01/03/2017,01/25/2017,Resolved and Consumer Satisfied - SPF,Yes,MILWAUKEE,WI
Misc Non-Food Retail - 817,Exchange Goods/Contract Cancelled - E01,07/11/2017,07/19/2017,Referred to Outside - RTO,,BROOKLYN,NY
Garage - 049,Surcharge/Overcharge - S02,08/16/2017,08/22/2017,Resolved and Consumer Satisfied - SPF,Yes,NEW YORK,NY
Tow Truck Company - 124,Misrepresentation - M01,11/21/2017,11/22/2017,Cash Amount - AMT,Yes,BRONX,NY
Secondhand Dealer Auto - 005,Misrepresentation - M01,10/13/2017,12/05/2017,Goods Exchanged - GEX,Yes,LONG ISLAND CIT,NY
Home Improvement Contractor - 100,Misrepresentation - M01,01/26/2018,01/29/2018,Complaint Invalid - CIN,,NEW YORK,NY
Home Improvement Contractor - 100,Non-Delivery of Service - N02,07/28/2017,08/09/2017,Referred to Hearing - RTH,No,WEST BABYLON,NY
Electronic Store - 001,Defective Goods - D02,08/24/2017,09/12/2017,Cash Amount - AMT,Yes,BROOKLYN,NY
Debt Collection Agency - 122,Misrepresentation - M01,10/19/2017,11/06/2017,Bill Reduced - BLR,Yes,NORFOLK,VA
Home Improvement Contractor - 100,Other - Z01,11/24/2017,01/02/2018,Advised to Sue - ATS,No,BROOKLYN,NY
Debt Settlement - 248,Misrepresentation - M01,05/11/2018,06/04/2018,Unable to Locate Business - ULV,,KISSIMMEE,FL
Home Improvement Contractor - 100,Quality of Work - Q01,04/14/2017,05/15/2017,Cash Amount - AMT,Yes,BRONX,NY
Debt Collection Agency - 122,Billing Dispute - B02,06/19/2018,06/29/2018,Resolved and Consumer Satisfied - SPF,Yes,BLOOMINGTON,IL
Furniture Sales - 242,Surcharge/Overcharge - S02,01/19/2017,02/21/2017,Referred to Outside - RTO,,JAMAICA,NY
Jewelry Store-Retail - 823,Wrong Goods - W01,08/21/2018,09/07/2018,Advised to Sue - ATS,No,BROOKLYN,NY
Tow Truck Company - 124,Surcharge/Overcharge - S02,03/03/2017,04/24/2017,No Consumer Response - NCR,,LONG ISLAND CITY,NY
Debt Collection Agency - 122,Misrepresentation - M01,03/20/2017,04/06/2017,Resolved and Consumer Satisfied - SPF,Yes,MONTICELLO,MN
Electronic & Home Appliance Service Dealer - 115,Quality of Work - Q01,04/06/2018,05/07/2018,Goods Exchanged - GEX,Yes,FARMINGDALE,NY
Misc Non-Food Retail - 817,Exchange Goods/Contract Cancelled - E01,05/24/2018,06/25/2018,Resolved and Consumer Satisfied - SPF,Yes,BRONX,NY
Tow Truck Company - 124,Misrepresentation - M01,12/28/2017,01/08/2018,Cash Amount - AMT,Yes,BROOKLYN,NY
Other,Misrepresentation - M01,03/29/2017,04/10/2017,Credit Card Refund and/or Contract Cancelled - CRC,Yes,WILMINGTON,DE
Furniture Sales - 242,Non-Delivery of Goods - N01,07/03/2017,07/19/2017,Cash Amount - AMT,Yes,BRONX,NY
Dry Cleaners - 230,Damaged Goods - D01,06/26/2018,07/13/2018,No Satisfactory Agreement - NSA,No,BROOKLYN,NY
Secondhand Dealer Auto - 005,Breach of Contract - B03,07/03/2017,08/03/2017,Resolved and Consumer Satisfied - SPF,Yes,JAMAICA,NY
Home Improvement Contractor - 100,Misrepresentation - M01,10/13/2017,11/15/2017,Advised to Sue - ATS,No,JAMAICA,NY
Other,Misrepresentation - M01,07/10/2018,07/31/2018,No Consumer Response - NCR,,NEW YORK,NY
Dry Cleaners - 230,Non-Delivery of Service - N02,03/20/2018,04/06/2018,Cash Amount - AMT,Yes,BROOKLYN,NY
Misc Non-Food Retail - 817,Exchange Goods/Contract Cancelled - E01,04/24/2018,04/30/2018,Advised to Sue - ATS,No,BRONX,NY
