,Industry,Complaint Type,Mediation Start Date,Mediation Close Date,Complaint Result,Satisfaction,Business City,Business State,Count the number of first five most complainted states,
2084,Home Improvement Contractor - 100,Defective Goods - D02,08/08/2017,08/15/2017,Referred to Outside - RTO,,SAINT ALBANS,NY,,
2085,Secondhand Dealer Auto - 005,Non-Delivery of Goods - N01,08/04/2017,09/06/2017,Goods Received - GDR,Yes,BRONX,NY,,
2086,Mailorder Misc - 319,Advertising/General - A01,01/30/2018,02/05/2018,Credit Card Refund and/or Contract Cancelled - CRC,Yes,NEW YORK,NY,,
2087,Furniture Sales - 242,Surcharge/Overcharge - S02,06/26/2018,07/03/2018,Credit Card Refund and/or Contract Cancelled - CRC,Yes,BROOKLYN,NY,,
2088,Grocery-Retail - 808,Misrepresentation - M01,01/09/2018,01/19/2018,Cash Amount - AMT,Yes,NEW YORK,NY,,
2089,Furniture Sales - 242,Advertising/Misleading - A02,04/26/2018,05/23/2018,Cash Amount - AMT,Yes,LIVERPOOL,NY,,
2090,Electronic Store - 001,Non-Delivery of Service - N02,08/21/2018,09/06/2018,Complaint Invalid - CIN,,NEW YORK,NY,,
2091,Home Improvement Contractor - 100,Quality of Work - Q01,06/08/2018,07/06/2018,Advised to Sue - ATS,No,EAST ELMHURST,NY,,
2092,Tickets-Live Perf - 260,Surcharge/Overcharge - S02,02/03/2017,03/20/2017,Resolved and Consumer Satisfied - SPF,Yes,SEAFORD,DE,,
2093,Garage - 049,Damaged Goods - D01,04/26/2017,05/02/2017,Complaint Invalid - CIN,,NEW YORK,NY,,
2094,Debt Collection Agency - 122,Billing Dispute - B02,07/03/2018,07/17/2018,Referred to Outside - RTO,,UPPER DARBY,PA,,
2096,Mailorder Misc - 319,Misrepresentation - M01,05/08/2018,05/25/2018,No Business Response - NVR,No,NEW YORK,NY,,
2097,Appliances - 244,Non-Delivery of Goods - N01,08/31/2017,09/13/2017,Goods Repaired - GRS,Yes,FARMINGDALE,NY,,
2098,Electronic Store - 001,Defective Goods - D02,03/09/2018,03/19/2018,Goods Exchanged - GEX,Yes,RICHFIELD,MN,,
2099,Home Improvement Contractor - 100,Outstanding Judgment - J01,04/11/2017,04/20/2017,Referred to Outside - RTO,,WOODHAVEN,NY,,
2100,Electronic Store - 001,Defective Goods - D02,11/17/2017,11/28/2017,Store Credit - SCR,Yes,NEW YORK,NY,,
2101,Tow Truck Company - 124,Misrepresentation - M01,10/19/2017,11/21/2017,Cash Amount - AMT,Yes,ARVERNE,NY,,
2102,Misc Non-Food Retail - 817,Non-Delivery of Service - N02,05/18/2017,06/05/2017,Resolved and Consumer Satisfied - SPF,Yes,S OZONE PARK,NY,,
2103,Home Improvement Contractor - 100,Breach of Contract - B03,04/20/2017,05/17/2017,Resolved and Consumer Satisfied - SPF,Yes,JAMAICA,NY,,
2104,Retail Store - 820,Misrepresentation - M01,01/05/2017,02/06/2017,Credit Card Refund and/or Contract Cancelled - CRC,Yes,NEW YORK,NY,,
2105,Electronic Store - 001,Defective Goods - D02,04/24/2017,05/11/2017,No Satisfactory Preempted - NSP,,LISLE,IL,,
2106,Secondhand Dealer Auto - 005,Advertising/General - A01,05/08/2017,06/09/2017,No Consumer Response - NCR,,JAMAICA,NY,,
2107,Home Improvement Contractor - 100,Unlicensed,08/29/2017,09/07/2017,Referred to Outside - RTO,,STATEN ISLAND,NY,,
2109,Appliances - 244,Misrepresentation - M01,10/12/2017,10/23/2017,Store Credit - SCR,Yes,FARMINGDALE,NY,,
2110,Jewelry Store-Retail - 823,Exchange Goods/Contract Cancelled - E01,01/27/2017,01/31/2017,Goods Repaired - GRS,Yes,NEW YORK,NY,,
2111,Tow Truck Company - 124,Misrepresentation - M01,04/10/2017,04/21/2017,Cash Amount - AMT,Yes,BROOKLYN,NY,,
2112,Sightseeing Bus - 078,Surcharge/Overcharge - S02,08/21/2018,08/30/2018,Cash Amount - AMT,Yes,NEW YORK,NY,,
2113,Appliances - 244,Defective Goods - D02,08/17/2017,10/03/2017,Referred to Manufacturer - RMF,,MOORESVILLE,NC,,
2114,Debt Collection Agency - 122,Billing Dispute - B02,12/28/2016,01/10/2017,Bill Reduced - BLR,Yes,HAZELWOOD,MO,,
2116,Tow Truck Company - 124,Surcharge/Overcharge - S02,12/20/2016,01/23/2017,Cash Amount - AMT,Yes,BRONX,NY,,
2117,Mailorder Misc - 319,Non-Delivery of Goods - N01,08/24/2018,09/19/2018,No Consumer Response - NCR,,NEW YORK,NY,,
2118,Tax Preparers - 891,Non-Delivery of Service - N02,05/25/2017,07/11/2017,Referred to Outside - RTO,,FLUSHING,NY,,
2119,Debt Collection Agency - 122,Billing Dispute - B02,07/14/2017,08/01/2017,Resolved and Consumer Satisfied - SPF,Yes,FLORAL PARK,NY,,
2120,Electronic Store - 001,Non-Delivery of Goods - N01,06/19/2017,07/18/2017,Store Credit - SCR,Yes,NEW YORK,NY,,
2121,Furniture Sales - 242,Exchange Goods/Contract Cancelled - E01,07/03/2017,07/28/2017,Cash Amount - AMT,Yes,BRONX,NY,,
2122,Mailorder Misc - 319,Misrepresentation - M01,08/09/2017,09/12/2017,Resolved and Consumer Satisfied - SPF,Yes,BROOKLYN,NY,,
2123,Home Improvement Contractor - 100,Non-Delivery of Service - N02,10/18/2017,12/07/2017,Advised to Sue - ATS,No,BROOKLYN,NY,,
2124,Debt Collection Agency - 122,Billing Dispute - B02,10/25/2017,11/13/2017,Resolved and Consumer Satisfied - SPF,Yes,TAMPA,FL,,
2125,Garage - 049,Surcharge/Overcharge - S02,05/04/2018,05/11/2018,Resolved and Consumer Satisfied - SPF,Yes,NEW YORK,NY,,
2126,Electronic Store - 001,Exchange Goods/Contract Cancelled - E01,06/12/2018,06/13/2018,Complaint Invalid - CIN,,SOUTH RICHMOND HILL,NY,,
2127,Employment Agency - 034,Non-Delivery of Service - N02,12/28/2016,02/03/2017,No Business Response - NVR,No,JACKSON HEIGHTS,NY,,
2128,Misc Non-Food Retail - 817,Exchange Goods/Contract Cancelled - E01,04/25/2017,04/26/2017,Complaint Invalid - CIN,,PHILADELPHIA,PA,,
2129,Appliances - 244,Advertising/General - A01,12/12/2017,11/20/2017,Cash Amount - AMT,Yes,MIDDLEBURG HEIGHTS,OH,,
2130,Electronic Store - 001,Non-Delivery of Goods - N01,09/27/2017,10/13/2017,Consumer Withdrew Complaint - CWC,,NEW YORK,NY,,
2131,Misc Non-Food Retail - 817,Exchange Goods/Contract Cancelled - E01,06/15/2017,06/26/2017,Cash Amount - AMT,Yes,FLUSHING,NY,,
2132,Home Improvement Contractor - 100,Outstanding Judgment - J01,01/13/2017,03/09/2017,Referred to Hearing - RTH,No,FLUSHING,NY,,
2133,Misc Non-Food Retail - 817,Non-Delivery of Service - N02,02/09/2018,03/01/2018,Advised to Sue - ATS,No,ASTORIA,NY,,
2134,Tow Truck Company - 124,Billing Dispute - B02,08/07/2018,08/15/2018,Cash Amount - AMT,Yes,OZONE PARK,NY,,
2135,Home Improvement Contractor - 100,Quality of Work - Q01,09/29/2017,10/31/2017,Cash Amount - AMT,Yes,BROOKLYN,NY,,
2136,Secondhand Dealer Auto - 005,Breach of Contract - B03,08/30/2017,10/03/2017,Advised to Sue - ATS,No,RICHMOND HILL,NY,,
2138,Furniture Sales - 242,Exchange Goods/Contract Cancelled - E01,02/22/2018,03/19/2018,No Satisfactory Agreement - NSA,No,NEW YORK,NY,,
2139,Dry Cleaners - 230,Damaged Goods - D01,03/09/2018,03/29/2018,Goods Repaired - GRS,Yes,NEW YORK,NY,,
2140,Electronic Store - 001,Exchange Goods/Contract Cancelled - E01,07/14/2017,08/21/2017,Goods Exchanged - GEX,Yes,BROOKLYN,NY,,
2141,Debt Collection Agency - 122,Billing Dispute - B02,03/02/2018,03/19/2018,Bill Reduced - BLR,Yes,WOODBURY,NY,,
2142,Misc Non-Food Retail - 817,Exchange Goods/Contract Cancelled - E01,05/15/2018,05/25/2018,Goods Exchanged - GEX,Yes,NEW YORK,NY,,
2143,Misc Non-Food Retail - 817,Surcharge/Overcharge - S02,01/03/2018,01/10/2018,Resolved and Consumer Satisfied - SPF,Yes,NEW YORK,NY,,
2145,Furniture Sales - 242,Exchange Goods/Contract Cancelled - E01,07/18/2017,07/21/2017,Cash Amount - AMT,Yes,BRONX,NY,,
2146,Garage - 049,Damaged Goods - D01,04/11/2017,05/17/2017,Cash Amount - AMT,Yes,NEW YORK,NY,,
2148,Home Improvement Contractor - 100,Quality of Work - Q01,04/13/2017,06/07/2017,Resolved and Consumer Satisfied - SPF,Yes,NEW YORK,NY,,
2149,Secondhand Dealer Auto - 005,Billing Dispute - B02,03/15/2018,03/19/2018,Complaint Invalid - CIN,,BROOKLYN,NY,,
2150,Debt Collection Agency - 122,Billing Dispute - B02,05/16/2017,05/31/2017,Resolved and Consumer Satisfied - SPF,Yes,FT WASHINGTON,PA,,
2151,Electronic Store - 001,Breach of Contract - B03,01/26/2018,03/01/2018,Advised to Sue - ATS,No,WILMINGTON,DE,,
2152,Electronic Store - 001,Misrepresentation - M01,10/06/2017,11/06/2017,Out of Business - OOB,,CORONA,NY,,
2153,Retail Store - 820,Exchange Goods/Contract Cancelled - E01,04/03/2017,04/19/2017,Consumer Took Action - CTA,No,HOFFMAN ESTATES,IL,,
2154,Appliances - 244,Defective Goods - D02,12/27/2016,01/24/2017,Credit Card Refund and/or Contract Cancelled - CRC,Yes,ATLANTA,GA,,
2155,Furniture Sales - 242,Damaged Goods - D01,12/06/2016,01/12/2017,Goods Exchanged - GEX,Yes,NEW YORK,NY,,
2156,Electronic Store - 001,Misrepresentation - M01,10/13/2017,11/02/2017,Complaint Invalid - CIN,,FARMINGDALE,NY,,
2157,Furniture Sales - 242,Exchange Goods/Contract Cancelled - E01,01/26/2018,02/13/2018,Goods Received - GDR,Yes,LIVERPOOL,NY,,
2158,Debt Collection Agency - 122,Billing Dispute - B02,10/13/2017,10/24/2017,Bill Reduced - BLR,Yes,RENTON,WA,,
2159,Misc Non-Food Retail - 817,Non-Delivery of Goods - N01,06/06/2017,06/16/2017,Store Credit - SCR,Yes,JAMAICA,NY,,
2160,Travel Agency - 440,Refund Policy - R01,01/05/2018,01/22/2018,Complaint Invalid - CIN,,LAS VEGAS,NV,,
2161,Garage - 049,Misrepresentation - M01,04/03/2018,04/13/2018,Resolved and Consumer Satisfied - SPF,Yes,STAMFORD,CT,,
2162,Debt Collection Agency - 122,Billing Dispute - B02,07/24/2017,08/11/2017,Bill Reduced - BLR,Yes,SAINT CHARLES,MO,,
2163,Home Improvement Contractor - 100,Quality of Work - Q01,03/29/2017,04/28/2017,Referred to Hearing - RTH,No,NEW YORK,NY,,
2164,Furniture Sales - 242,Damaged Goods - D01,11/22/2017,12/26/2017,Resolved and Consumer Satisfied - SPF,Yes,HICKSVILLE,NY,,
2165,Travel Agency - 440,Surcharge/Overcharge - S02,04/14/2017,04/21/2017,Cash Amount - AMT,Yes,NEW YORK,NY,,
2166,Home Improvement Contractor - 100,Breach of Contract - B03,01/12/2018,02/02/2018,Advised to Sue - ATS,No,FOREST HILLS,NY,,
2167,Electronic Store - 001,Advertising/Misleading - A02,04/06/2017,05/18/2017,Credit Card Refund and/or Contract Cancelled - CRC,Yes,LISLE,IL,,
2168,Garage - 049,Exchange Goods/Contract Cancelled - E01,08/16/2017,08/24/2017,Referred to Outside - RTO,,BRONX,NY,,
2169,Secondhand Dealer Auto - 005,Damaged Goods - D01,02/22/2018,03/21/2018,Complaint Invalid - CIN,,BROOKLYN,NY,,
2170,Secondhand Dealer [General] - 006,Non-Delivery of Goods - N01,07/10/2018,07/25/2018,Cash Amount - AMT,Yes,JAMAICA,NY,,
2171,Garage - 049,Damaged Goods - D01,11/30/2016,01/19/2017,Cash Amount - AMT,Yes,NEW YORK,NY,,
2172,Home Improvement Contractor - 100,Quality of Work - Q01,04/14/2017,05/17/2017,Referred to Hearing - RTH,No,BROOKLYN,NY,,
2173,Appliances - 244,Misrepresentation - M01,11/16/2017,11/29/2017,Referred to Outside - RTO,,FARMINGDALE,NY,,
2174,Furniture Sales - 242,Exchange Goods/Contract Cancelled - E01,06/28/2017,07/26/2017,Advised to Sue - ATS,No,BROOKLYN,NY,,
2175,Appliances - 244,Misrepresentation - M01,12/19/2016,01/17/2017,Cash Amount - AMT,Yes,ATLANTA,GA,,
2176,Electronic Store - 001,Surcharge/Overcharge - S02,01/12/2018,02/02/2018,Store Credit - SCR,Yes,MONSEY,NY,,
2177,Locksmith - 062,Quality of Work - Q01,03/03/2017,04/13/2017,No Business Response - NVR,No,NEW YORK,NY,,
2178,Dry Cleaners - 230,Quality of Work - Q01,12/30/2016,01/25/2017,No Satisfactory Agreement - NSA,No,BRONX,NY,,
2180,Home Improvement Contractor - 100,Quality of Work - Q01,08/23/2017,09/25/2017,Resolved and Consumer Satisfied - SPF,Yes,MIDDLE VLG,NY,,
2181,Parking Lot - 050,Outstanding Judgment - J01,12/22/2017,12/28/2017,Agency Collected Judgement - ACJ,Yes,NEW YORK,NY,,
2182,Home Improvement Contractor - 100,Advertising/General - A01,07/12/2017,07/21/2017,Cash Amount - AMT,Yes,BROOKLYN,NY,,
2183,Travel Agency - 440,Exchange Goods/Contract Cancelled - E01,03/29/2018,04/13/2018,Referred to Outside - RTO,,NEW YORK,NY,,
2184,Electronic Store - 001,Misrepresentation - M01,08/07/2018,08/27/2018,No Consumer Response - NCR,,NEW YORK,NY,,
2185,Garage & Parking Lot - 098,Damaged Goods - D01,04/06/2018,04/25/2018,Cash Amount - AMT,Yes,NEW YORK,NY,,
2186,Furniture Sales - 242,Billing Dispute - B02,02/28/2017,03/27/2017,Store Credit - SCR,Yes,HICKSVILLE,NY,,
2187,Misc Non-Food Retail - 817,Misrepresentation - M01,02/02/2018,03/02/2018,Resolved and Consumer Satisfied - SPF,Yes,NEW YORK,NY,,
2188,Tow Truck Company - 124,Misrepresentation - M01,07/02/2018,07/13/2018,Advised to Sue - ATS,No,BROOKLYN,NY,,
2189,Electronic & Home Appliance Service Dealer - 115,Misrepresentation - M01,03/28/2017,04/06/2017,Unable to Locate Business - ULV,,NEW YORK,NY,,
2190,Furniture Sales - 242,Damaged Goods - D01,10/17/2017,11/03/2017,Store Credit - SCR,Yes,LIVERPOOL,NY,,
2191,Electronic Store - 001,Misrepresentation - M01,07/20/2018,08/07/2018,Goods Exchanged - GEX,Yes,BRONX,NY,,
2192,Furniture Sales - 242,Non-Delivery of Goods - N01,08/31/2018,09/18/2018,Referred to Outside - RTO,,BRONX,NY,,
2193,Home Improvement Contractor - 100,Non-Delivery of Service - N02,06/09/2017,07/11/2017,Advised to Sue - ATS,No,BROOKLYN,NY,,
2194,Secondhand Dealer Auto - 005,Outstanding Judgment - J01,02/02/2018,03/02/2018,Referred to Outside - RTO,,SAINT ALBANS,NY,,
2195,Tow Truck Company - 124,Surcharge/Overcharge - S02,05/25/2017,06/14/2017,Resolved and Consumer Satisfied - SPF,Yes,BROOKLYN,NY,,
2196,Home Improvement Contractor - 100,Damaged Goods - D01,06/28/2017,07/19/2017,Consumer Withdrew Complaint - CWC,,BROOKLYN,NY,,
2197,Tow Truck Company - 124,Surcharge/Overcharge - S02,07/06/2018,08/21/2018,Cash Amount - AMT,Yes,BROOKLYN,NY,,
2200,Mailorder Misc - 319,Exchange Goods/Contract Cancelled - E01,06/15/2017,06/26/2017,Credit Card Refund and/or Contract Cancelled - CRC,Yes,BROOKLYN,NY,,
2201,Tow Truck Company - 124,Misrepresentation - M01,05/05/2017,05/31/2017,Cash Amount - AMT,Yes,BROOKLYN,NY,,
2202,Amusement Device (Portable) - 018,Defective Goods - D02,11/24/2017,12/22/2017,No Consumer Response - NCR,,FRANKLIN SQUARE,NY,,
2203,Home Improvement Contractor - 100,Misrepresentation - M01,06/29/2018,08/14/2018,Advised to Sue - ATS,No,NEW YORK,NY,,
2204,Home Improvement Contractor - 100,Misrepresentation - M01,02/07/2017,03/13/2017,Resolved and Consumer Satisfied - SPF,Yes,NEW YORK,NY,,
2205,Furniture Sales - 242,Advertising/General - A01,03/16/2018,04/06/2018,Credit Card Refund and/or Contract Cancelled - CRC,Yes,CINCINNATI,OH,,
2206,Misc Non-Food Retail - 817,Exchange Goods/Contract Cancelled - E01,08/28/2018,09/07/2018,Advised to Sue - ATS,No,FLUSHING,NY,,
2207,Furniture Sales - 242,Exchange Goods/Contract Cancelled - E01,08/02/2017,09/22/2017,No Satisfactory Preempted - NSP,,STATEN ISLAND,NY,,
2208,Tax Preparers - 891,Refund Policy - R01,03/27/2018,03/28/2018,Resolved and Consumer Satisfied - SPF,Yes,BROOKLYN,NY,,
2209,Tax Preparers - 891,Misrepresentation - M01,07/13/2017,08/11/2017,No Consumer Response - NCR,,BRONX,NY,,
2211,Secondhand Dealer Auto - 005,Damaged Goods - D01,08/31/2018,09/25/2018,Goods Exchanged - GEX,Yes,BRONX,NY,,
2212,Jewelry Store-Retail - 823,Advertising/General - A01,05/02/2017,05/05/2017,Cash Amount - AMT,Yes,BROOKLYN,NY,,
2213,Electronic Store - 001,Non-Delivery of Goods - N01,04/04/2017,04/06/2017,Referred to Outside - RTO,,BROOKLYN,NY,,
2214,Misc Non-Food Retail - 817,Misrepresentation - M01,04/13/2017,05/05/2017,Resolved and Consumer Satisfied - SPF,Yes,FLUSHING,NY,,
2215,Misc Non-Food Retail - 817,Exchange Goods/Contract Cancelled - E01,10/17/2017,10/20/2017,Store Credit - SCR,Yes,REGO PARK,NY,,
2217,Misc Non-Food Retail - 817,Exchange Goods/Contract Cancelled - E01,08/14/2017,08/25/2017,Goods Received - GDR,Yes,BROOKLYN,NY,,
2218,Home Improvement Contractor - 100,Non-Delivery of Service - N02,10/03/2017,10/26/2017,Advised to Sue - ATS,No,BRONX,NY,,
2219,Home Improvement Contractor - 100,Quality of Work - Q01,04/11/2017,04/17/2017,Consumer Withdrew Complaint - CWC,,POUGHQUAG,NY,,
2220,Electronic & Home Appliance Service Dealer - 115,Defective Goods - D02,08/03/2018,09/04/2018,No Business Response - NVR,No,BRONX,NY,,
2221,Tow Truck Company - 124,Billing Dispute - B02,08/07/2018,08/17/2018,Advised to Sue - ATS,No,BRONX,NY,,
2222,Furniture Sales - 242,Damaged Goods - D01,03/31/2017,04/12/2017,Goods Exchanged - GEX,Yes,LIVERPOOL,NY,,
2223,Electronic Store - 001,Surcharge/Overcharge - S02,02/24/2017,03/24/2017,Referred to Outside - RTO,,HOFFMAN ESTATES,IL,,
2224,Tow Truck Company - 124,Misrepresentation - M01,03/06/2018,03/13/2018,Cash Amount - AMT,Yes,BRONX,NY,,
2225,Home Improvement Contractor - 100,Quality of Work - Q01,12/14/2017,12/27/2017,Referred to Outside - RTO,,FLUSHING,NY,,
2226,Electronic Store - 001,Non-Delivery of Goods - N01,04/20/2017,05/02/2017,Cash Amount - AMT,Yes,NEW YORK,NY,,
2227,Furniture Sales - 242,Damaged Goods - D01,04/19/2017,05/11/2017,Out of Business - OOB,,BROOKLYN,NY,,
2228,Home Improvement Contractor - 100,Outstanding Judgment - J01,06/02/2017,07/19/2017,Referred to Outside - RTO,,OZONE PARK,NY,,
2229,Home Improvement Contractor - 100,Quality of Work - Q01,06/06/2017,07/11/2017,Referred to Hearing - RTH,No,BROOKLYN,NY,,
2230,Tow Truck Company - 124,Misrepresentation - M01,01/11/2017,01/24/2017,Referred to Outside - RTO,,BRONX,NY,,
2231,Home Improvement Contractor - 100,Damaged Goods - D01,11/16/2017,12/11/2017,Referred to Outside - RTO,,BROOKLYN,NY,,
2232,Retail Store - 820,Exchange Goods/Contract Cancelled - E01,07/24/2018,08/01/2018,No Satisfactory Preempted - NSP,,JACKSON HEIGHTS,NY,,
2233,Dry Cleaners - 230,Misrepresentation - M01,08/03/2017,08/09/2017,Advised to Sue - ATS,No,BROOKLYN,NY,,
2234,Debt Collection Agency - 122,Harassment - H01,08/07/2018,08/27/2018,Resolved and Consumer Satisfied - SPF,Yes,NORTH ANDOVER,MA,,
2235,Dealer In Products For The Disabled - 119,Exchange Goods/Contract Cancelled - E01,02/13/2017,02/28/2017,No Satisfactory Agreement - NSA,No,NEW YORK,NY,,
2236,Electronic Store - 001,Advertising/Misleading - A02,08/23/2017,09/01/2017,Referred to Manufacturer - RMF,,BROOKLYN,NY,,
2237,Tow Truck Company - 124,Misrepresentation - M01,08/22/2017,10/04/2017,Advised to Sue - ATS,No,SPRINGFIELD GARDENS,NY,,
2238,Home Improvement Contractor - 100,Quality of Work - Q01,04/11/2017,06/20/2017,Referred to Hearing - RTH,No,BROOKLYN,NY,,
2239,Home Improvement Contractor - 100,Quality of Work - Q01,02/10/2017,03/16/2017,Advised to Sue - ATS,No,BROOKLYN,NY,,
2241,Garage - 049,Non-Delivery of Service - N02,08/21/2018,08/27/2018,Cash Amount - AMT,Yes,COLLEGE POINT,NY,,
2242,Retail Store - 820,Surcharge/Overcharge - S02,04/24/2017,04/27/2017,Resolved and Consumer Satisfied - SPF,Yes,NEW YORK,NY,,
2243,Supermarket - 819,Advertising/Misleading - A02,03/17/2017,04/11/2017,Referred to Outside - RTO,,AUSTIN,TX,,
2244,Home Improvement Contractor - 100,Quality of Work - Q01,04/26/2018,05/17/2018,Advised to Sue - ATS,No,WOODHAVEN,NY,,
2245,Tow Truck Company - 124,Damaged Goods - D01,07/26/2018,09/10/2018,Advised to Sue - ATS,No,BROOKLYN,NY,,
2246,Electronic & Home Appliance Service Dealer - 115,Non-Delivery of Service - N02,03/10/2017,04/06/2017,Goods Repaired - GRS,Yes,BROOKLYN,NY,,
2247,Dealer In Products For The Disabled - 119,Surcharge/Overcharge - S02,03/10/2017,03/21/2017,Resolved and Consumer Satisfied - SPF,Yes,WESTBURY,NY,,
2248,Electronic Store - 001,Breach of Contract - B03,12/20/2016,01/13/2017,Advised to Sue - ATS,No,JACKSON HTS,NY,,
2249,Tow Truck Company - 124,Surcharge/Overcharge - S02,03/07/2017,05/08/2017,Referred to Hearing - RTH,No,BROOKLYN,NY,,
2250,Retail Store - 820,Misrepresentation - M01,12/15/2016,01/09/2017,Resolved and Consumer Satisfied - SPF,Yes,NEW YORK,NY,,
2252,Garage & Parking Lot - 098,Damaged Goods - D01,03/24/2017,03/28/2017,Cash Amount - AMT,Yes,NEW YORK,NY,,
2253,Appliances - 244,Defective Goods - D02,11/24/2017,12/20/2017,Resolved and Consumer Satisfied - SPF,Yes,HOFFMAN ESTATES,IL,,
2254,Home Improvement Contractor - 100,Non-Delivery of Service - N02,06/07/2017,08/01/2017,Advised to Sue - ATS,No,SOUTH OZONE PARK,NY,,
2255,Misc Non-Food Retail - 817,Exchange Goods/Contract Cancelled - E01,09/12/2017,10/25/2017,No Business Response - NVR,No,NEW YORK,NY,,
2256,Tow Truck Company - 124,Damaged Goods - D01,10/23/2017,11/29/2017,Advised to Sue - ATS,No,MASPETH,NY,,
2257,Travel Agency - 440,Exchange Goods/Contract Cancelled - E01,04/20/2017,05/05/2017,Advised to Sue - ATS,No,JACKSON HEIGHTS,NY,,
2258,Tow Truck Company - 124,Surcharge/Overcharge - S02,02/17/2017,03/28/2017,Cash Amount - AMT,Yes,BROOKLYN,NY,,
2259,Garage - 049,Misrepresentation - M01,08/04/2017,08/22/2017,Cash Amount - AMT,Yes,NEW YORK,NY,,
2260,Garage - 049,Misrepresentation - M01,01/03/2018,01/17/2018,Credit Card Refund and/or Contract Cancelled - CRC,Yes,NEW YORK,NY,,
2261,Garage - 049,Exchange Goods/Contract Cancelled - E01,09/07/2018,09/18/2018,Cash Amount - AMT,Yes,NEW YORK,NY,,
2262,Tax Preparers - 891,Refund Policy - R01,08/10/2017,08/29/2017,Referred to Outside - RTO,,NEW YORK,NY,,
2263,Employment Agency - 034,Advertising/Misleading - A02,09/12/2018,09/25/2018,Referred to Outside - RTO,,NEW YORK,NY,,
2264,Home Improvement Contractor - 100,Quality of Work - Q01,03/08/2017,04/19/2017,Referred to Hearing - RTH,No,BROOKLYN,NY,,
2265,Secondhand Dealer Auto - 005,Advertising/General - A01,05/02/2017,05/11/2017,Referred to Outside - RTO,,BROOKLYN,NY,,
2266,Sightseeing Bus - 078,Exchange Goods/Contract Cancelled - E01,03/30/2017,04/21/2017,No Satisfactory Preempted - NSP,,NEW YORK,NY,,
2267,Laundry - 064,Surcharge/Overcharge - S02,09/27/2017,10/18/2017,No Satisfactory Agreement - NSA,No,ASTORIA,NY,,
2268,Debt Collection Agency - 122,Billing Dispute - B02,04/10/2017,04/17/2017,Bill Reduced - BLR,Yes,HAZELWOOD,MO,,
2269,Electronic Store - 001,Surcharge/Overcharge - S02,09/26/2017,10/17/2017,Credit Card Refund and/or Contract Cancelled - CRC,Yes,NEW YORK,NY,,
