Business Name,Industry,Complaint Type,Mediation Start Date,Mediation Close Date,Complaint Result,Satisfaction,Restitution,Business Building,Business Street,Building Address Unit,Business City,Business State,Business Zip,Complainant Zip ,Longitude,Latitude
QUIK PARK UNDERHILL LLC,Parking Lot - 050,Outstanding Judgment - J01,12/22/2017,12/28/2017,Agency Collected Judgement - ACJ,Yes,2935.00,270,MADISON AVE,2,NEW YORK,NY,10016,11238,-73.965797120581,40.67752259178032
"AHMAD, NAVEED",Home Improvement Contractor - 100,Advertising/General - A01,07/12/2017,07/21/2017,Cash Amount - AMT,Yes,1900.00,1606,E 55TH ST,FL 1,BROOKLYN,NY,11234,11224,-73.92189436988967,40.617472724984395
AVIANCA AIRLINES,Travel Agency - 440,Exchange Goods/Contract Cancelled - E01,03/29/2018,04/13/2018,Referred to Outside - RTO,NA,0.00,122,E 42ND ST,2525,NEW YORK,NY,10168,11374,-73.97644967230369,40.75160087571556
MOBILEGURU.COM INC,Electronic Store - 001,Misrepresentation - M01,08/07/2018,08/27/2018,No Consumer Response - NCR,NA,0.00,462,6TH AVE,,NEW YORK,NY,10011,,-73.99819581372843,40.73548335114243
"LAZ PARKING NEW YORK / NEW JERSEY, LLC",Garage & Parking Lot - 098,Damaged Goods - D01,04/06/2018,04/25/2018,Cash Amount - AMT,Yes,408.00,333,W 39TH ST,610,NEW YORK,NY,10018,15068,,
SLEEPY'S,Furniture Sales - 242,Billing Dispute - B02,02/28/2017,03/27/2017,Store Credit - SCR,Yes,1700.00,1000,S OYSTER BAY RD,,HICKSVILLE,NY,11801,10314,-74.16977239674962,40.57622380164461
THE BIG IC,Misc Non-Food Retail - 817,Misrepresentation - M01,02/02/2018,03/02/2018,Resolved and Consumer Satisfied - SPF,Yes,0.00,303,E 111TH ST,,NEW YORK,NY,10029,10022,,
CYCLONE CITY INC.,Tow Truck Company - 124,Misrepresentation - M01,07/02/2018,07/13/2018,Advised to Sue - ATS,No,0.00,2725,W 16TH ST,,BROOKLYN,NY,11224,07730,,
MOBILE CARE,Electronic & Home Appliance Service Dealer - 115,Misrepresentation - M01,03/28/2017,04/06/2017,Unable to Locate Business - ULV,NA,0.00,28,E 33RD ST,,NEW YORK,NY,10016,10454,-73.98322177760245,40.74699362931473
RAYMOUR & FLANIGAN FURNITURE,Furniture Sales - 242,Damaged Goods - D01,10/17/2017,11/03/2017,Store Credit - SCR,Yes,1785.00,7248,MORGAN RD,,LIVERPOOL,NY,13090,11213,-73.98327943503588,40.68982029435547
BURNSIDE MOBILE OF NY INC.,Electronic Store - 001,Misrepresentation - M01,07/20/2018,08/07/2018,Goods Exchanged - GEX,Yes,0.00,117,E BURNSIDE AVE,,BRONX,NY,10453,,-73.90527185548821,40.85303140645894
BURNSIDE FURNITURE,Furniture Sales - 242,Non-Delivery of Goods - N01,08/31/2018,09/18/2018,Referred to Outside - RTO,NA,0.00,98,E BURNSIDE AVE,,BRONX,NY,10453,10453,-73.90573431754376,40.8531909781133
HUNTER'S CONSTRUCTION,Home Improvement Contractor - 100,Non-Delivery of Service - N02,06/09/2017,07/11/2017,Advised to Sue - ATS,No,0.00,261,NEW JERSEY AVE,,BROOKLYN,NY,11207,11422,,
"CASTOR & SCHWARZ, LLC.",Secondhand Dealer Auto - 005,Outstanding Judgment - J01,02/02/2018,03/02/2018,Referred to Outside - RTO,NA,0.00,11446,FARMERS BLVD,,SAINT ALBANS,NY,11412,11419,,
FORRESTER'S TOWING INC.,Tow Truck Company - 124,Surcharge/Overcharge - S02,05/25/2017,06/14/2017,Resolved and Consumer Satisfied - SPF,Yes,0.00,723,UTICA AVE,,BROOKLYN,NY,11203,10452,,
M&B CONSTRUCTION INC.,Home Improvement Contractor - 100,Damaged Goods - D01,06/28/2017,07/19/2017,Consumer Withdrew Complaint - CWC,NA,0.00,69,HINSDALE ST,,BROOKLYN,NY,11207,11372,-73.90123971851185,40.67401589262899
METROPOLITAN AUTO BODY & TOWING INC.,Tow Truck Company - 124,Surcharge/Overcharge - S02,07/06/2018,08/21/2018,Cash Amount - AMT,Yes,204.00,284,FLUSHING AVE,,BROOKLYN,NY,11205,11212,-73.93057701694491,40.70228652121958
,Garage - 049,Damage / Estimate,03/29/2017,05/08/2017,Referred to Hearing - RTH,No,0.00,,,,,,,11104,,
,Pedicab Driver - 131,Surcharge/Overcharge - S02,09/13/2017,11/06/2017,Advised to Sue - ATS,No,0.00,,,,,,,,,
"ETSY, INC.",Mailorder Misc - 319,Exchange Goods/Contract Cancelled - E01,06/15/2017,06/26/2017,Credit Card Refund and/or Contract Cancelled - CRC,Yes,200.00,117,ADAMS ST,,BROOKLYN,NY,11201,11003,,
J & C TOW SERVICES INC.,Tow Truck Company - 124,Misrepresentation - M01,05/05/2017,05/31/2017,Cash Amount - AMT,Yes,136.00,9,WOODHULL ST,,BROOKLYN,NY,11231,10304,,
"PROFESSIONAL KIDS ENTERTAINMENT, LLC",Amusement Device (Portable) - 018,Defective Goods - D02,11/24/2017,12/22/2017,No Consumer Response - NCR,NA,0.00,1057,HEMPSTEAD TPKE,,FRANKLIN SQUARE,NY,11010,11216,,
"VARRIANO, JOHN",Home Improvement Contractor - 100,Misrepresentation - M01,06/29/2018,08/14/2018,Advised to Sue - ATS,No,0.00,219,E 69TH ST,12G,NEW YORK,NY,10021,10471,,
EXCOGITO MOLIOR PALMARIUM LLC,Home Improvement Contractor - 100,Misrepresentation - M01,02/07/2017,03/13/2017,Resolved and Consumer Satisfied - SPF,Yes,0.00,448,W 57TH ST,APT 3C,NEW YORK,NY,10019,10019,,
MACY'S INCORPORATED,Furniture Sales - 242,Advertising/General - A01,03/16/2018,04/06/2018,Credit Card Refund and/or Contract Cancelled - CRC,Yes,1037.00,7,W 7TH ST,17,CINCINNATI,OH,45202,10307,-74.1655980890689,40.585512832753444
Monster Aquarium Inc,Misc Non-Food Retail - 817,Exchange Goods/Contract Cancelled - E01,08/28/2018,09/07/2018,Advised to Sue - ATS,No,0.00,13108,40TH RD,,FLUSHING,NY,11354,11354,-73.83599229045593,40.75595223292843
FOREST FURNITURE,Furniture Sales - 242,Exchange Goods/Contract Cancelled - E01,08/02/2017,09/22/2017,No Satisfactory Preempted - NSP,NA,0.00,2172,FOREST AVE,,STATEN ISLAND,NY,10303,10314,-74.16207254231679,40.62668986526353
73RD STREET CHINESE ACCOUNTANT,Tax Preparers - 891,Refund Policy - R01,03/27/2018,03/28/2018,Resolved and Consumer Satisfied - SPF,Yes,0.00,1778,73RD ST,1,BROOKLYN,NY,11204,11230,-73.99549767708409,40.61497396184341
EXPRESS PROFESSIONALS INC.,Tax Preparers - 891,Misrepresentation - M01,07/13/2017,08/11/2017,No Consumer Response - NCR,NA,0.00,760,LYDIG AVE,,BRONX,NY,10462,10027,-73.86531151990847,40.85444362273692
"HOTLINE TRAVELS, INC.",Travel Agency - 440,,07/05/2017,07/19/2017,Advised to Sue - ATS,No,0.00,1156,CONEY ISLAND AVE,,BROOKLYN,NY,11230,11218,-73.96605957312278,40.629368215068844
B&Z AUTO ENTERPRISES LLC,Secondhand Dealer Auto - 005,Damaged Goods - D01,08/31/2018,09/25/2018,Goods Exchanged - GEX,Yes,0.00,5869,BROADWAY,,BRONX,NY,10463,10550,-73.8998427753655,40.88645447697737
R & L MAGIC ENTERPRISES LTD.,Jewelry Store-Retail - 823,Advertising/General - A01,05/02/2017,05/05/2017,Cash Amount - AMT,Yes,400.00,1930,CHURCH AVE,,BROOKLYN,NY,11226,11226,-73.96175347283278,40.64988688577203
MS RANA WIRELESS INC,Electronic Store - 001,Non-Delivery of Goods - N01,04/04/2017,04/06/2017,Referred to Outside - RTO,NA,0.00,1075,LIBERTY AVE,,BROOKLYN,NY,11208,11372,-73.86954644840348,40.67835400778684
ABC CARPET CLEANING,Misc Non-Food Retail - 817,Misrepresentation - M01,04/13/2017,05/05/2017,Resolved and Consumer Satisfied - SPF,Yes,0.00,PO BOX,,,FLUSHING,NY,11367,11004,,
CHIC'S PLACE,Misc Non-Food Retail - 817,Exchange Goods/Contract Cancelled - E01,10/17/2017,10/20/2017,Store Credit - SCR,Yes,217.00,9641,QUEENS BLVD,,REGO PARK,NY,11374,11375,-73.86169178761199,40.72989981521173
,Home Improvement Contractor - 100,Non-Delivery of Service - N02,03/16/2018,04/04/2018,Advised to Sue - ATS,No,0.00,,,,,,,11379,,
LUV MY VISION OPTIQUE,Misc Non-Food Retail - 817,Exchange Goods/Contract Cancelled - E01,08/14/2017,08/25/2017,Goods Received - GDR,Yes,433.00,302,BRIGHTON BEACH AVE,,BROOKLYN,NY,11235,10306,-73.96404146833181,40.57704354314747
HOLGUINS PAINTING INC.,Home Improvement Contractor - 100,Non-Delivery of Service - N02,10/03/2017,10/26/2017,Advised to Sue - ATS,No,0.00,1169,226TH DR,,BRONX,NY,10466,10467,-73.85873659997786,40.88146006535181
AJAF CONSTRUCTION CORP.,Home Improvement Contractor - 100,Quality of Work - Q01,04/11/2017,04/17/2017,Consumer Withdrew Complaint - CWC,NA,0.00,88,BROTHERS RD,,POUGHQUAG,NY,12570,10026,,
"VASQUEZ REFRIGERATION, CORP.",Electronic & Home Appliance Service Dealer - 115,Defective Goods - D02,08/03/2018,09/04/2018,No Business Response - NVR,No,0.00,953,WESTCHESTER AVE,,BRONX,NY,10459,10468,,
AEM TOWING & COLLISION INC,Tow Truck Company - 124,Billing Dispute - B02,08/07/2018,08/17/2018,Advised to Sue - ATS,No,0.00,1801,JEROME AVE,,BRONX,NY,10453,10451,-73.91134622998246,40.84912502967686
RAYMOUR & FLANIGAN FURNITURE,Furniture Sales - 242,Damaged Goods - D01,03/31/2017,04/12/2017,Goods Exchanged - GEX,Yes,0.00,7248,MORGAN RD,,LIVERPOOL,NY,13090,11207,-73.87973281957647,40.65556421801453
"SEARS, ROEBUCK AND CO.",Electronic Store - 001,Surcharge/Overcharge - S02,02/24/2017,03/24/2017,Referred to Outside - RTO,NA,0.00,3333,BEVERLY RD,,HOFFMAN ESTATES,IL,60179,11238,-73.95551522561045,40.6447326823481
IPK AUTOMOTIVE INC,Tow Truck Company - 124,Misrepresentation - M01,03/06/2018,03/13/2018,Cash Amount - AMT,Yes,136.00,1524,PAULDING AVE,3,BRONX,NY,10461,10463,,
PUNG SAN CONSTRUCTION CORP.,Home Improvement Contractor - 100,Quality of Work - Q01,12/14/2017,12/27/2017,Referred to Outside - RTO,NA,0.00,3056,WHITESTONE EXPY,STE 360,FLUSHING,NY,11354,11355,,
"GAJ COMMUNICATIONS, INC",Electronic Store - 001,Non-Delivery of Goods - N01,04/20/2017,05/02/2017,Cash Amount - AMT,Yes,60.00,142,W 32ND ST,,NEW YORK,NY,10001,10016,-73.99000277373908,40.74904199985932
EUROMODA OUTLET FURNITURE,Furniture Sales - 242,Damaged Goods - D01,04/19/2017,05/11/2017,Out of Business - OOB,NA,0.00,2002,MCDONALD AVE,,BROOKLYN,NY,11223,11218,-73.97226672653674,40.60381036822809
J.B. GENERAL CONTRACTORS,Home Improvement Contractor - 100,Outstanding Judgment - J01,06/02/2017,07/19/2017,Referred to Outside - RTO,NA,0.00,10002,ATLANTIC AVE,,OZONE PARK,NY,11416,11203,,
"ARSHAD, MOHAMMED",Home Improvement Contractor - 100,Quality of Work - Q01,06/06/2017,07/11/2017,Referred to Hearing - RTH,No,0.00,1532,OCEAN AVE,APT 3K,BROOKLYN,NY,11230,11203,-73.95620583001343,40.62469325116597
AUTORAMA ENTERPRISES INC.,Tow Truck Company - 124,Misrepresentation - M01,01/11/2017,01/24/2017,Referred to Outside - RTO,NA,0.00,935,GARRISON AVE,,BRONX,NY,10474,10463,,
"HYLTON, MARCUS",Home Improvement Contractor - 100,Damaged Goods - D01,11/16/2017,12/11/2017,Referred to Outside - RTO,NA,0.00,772,VERMONT ST,2R,BROOKLYN,NY,11207,,,
CHILDREN'S PARADISE BOUTIQUE,Retail Store - 820,Exchange Goods/Contract Cancelled - E01,07/24/2018,08/01/2018,No Satisfactory Preempted - NSP,NA,0.00,8804,ROOSEVELT AVE,,JACKSON HEIGHTS,NY,11372,11377,-73.87788003982052,40.748261316213956
ROYAL CLEANERS,Dry Cleaners - 230,Misrepresentation - M01,08/03/2017,08/09/2017,Advised to Sue - ATS,No,0.00,40,ALBANY AVE,,BROOKLYN,NY,11213,11213,,
"F.H. CANN & ASSOCIATES, INC.",Debt Collection Agency - 122,Harassment - H01,08/07/2018,08/27/2018,Resolved and Consumer Satisfied - SPF,Yes,0.00,1600,OSGOOD ST,2-120,NORTH ANDOVER,MA,01845,10458,,
BIG APPLE MOBILITY CORP.,Dealer In Products For The Disabled - 119,Exchange Goods/Contract Cancelled - E01,02/13/2017,02/28/2017,No Satisfactory Agreement - NSA,No,0.00,241,W 37TH ST,,NEW YORK,NY,10018,10459,,
"PLATINUM WIRELESS OF BRIGHTON BEACH, INC",Electronic Store - 001,Advertising/Misleading - A02,08/23/2017,09/01/2017,Referred to Manufacturer - RMF,NA,0.00,3085,BRIGHTON 3RD ST,,BROOKLYN,NY,11235,11223,-73.96585206179803,40.57726367987443
SCOFFLAW TOW IT INC.,Tow Truck Company - 124,Misrepresentation - M01,08/22/2017,10/04/2017,Advised to Sue - ATS,No,0.00,18522,MERRICK BLVD,,SPRINGFIELD GARDENS,NY,11413,11365,,
"ABBAS, QASIR",Home Improvement Contractor - 100,Quality of Work - Q01,04/11/2017,06/20/2017,Referred to Hearing - RTH,No,0.00,3845,SHORE PKWY,6C,BROOKLYN,NY,11235,10028,-73.93329319786095,40.586518587863715
HECTOR'S GLASS,Home Improvement Contractor - 100,Quality of Work - Q01,02/10/2017,03/16/2017,Advised to Sue - ATS,No,0.00,50,ADELPHI ST,,BROOKLYN,NY,11205,11206,-73.97256351391448,40.69659507271092
Cross Country Home Services,Electronic & Home Appliance Service Dealer - 115,,06/07/2018,07/02/2018,Cash Amount - AMT,Yes,275.00,1625,NW 136TH AVE,,SUNRISE,FL,33323,,-74.19181536132818,40.593053212173594
PARKING DE POINT INC,Garage - 049,Non-Delivery of Service - N02,08/21/2018,08/27/2018,Cash Amount - AMT,Yes,8.00,2007,127TH ST,,COLLEGE POINT,NY,11356,11354,-73.84141438389342,40.781455757966704
ZARA USA,Retail Store - 820,Surcharge/Overcharge - S02,04/24/2017,04/27/2017,Resolved and Consumer Satisfied - SPF,Yes,0.00,500,5TH AVE,400,NEW YORK,NY,10110,10039,-73.9865993329246,40.74930514998845
"WHOLE FOODS MARKET GROUP, INC.",Supermarket - 819,Advertising/Misleading - A02,03/17/2017,04/11/2017,Referred to Outside - RTO,NA,0.00,550,BOWIE ST,,AUSTIN,TX,78703,,-73.96671499968755,40.759898584778135
BRIONES HOME IMPROVEMENT CORP.,Home Improvement Contractor - 100,Quality of Work - Q01,04/26/2018,05/17/2018,Advised to Sue - ATS,No,0.00,8732,76TH ST,,WOODHAVEN,NY,11421,11421,-73.86524369024596,40.68987710415804
"KNIGHTS COLLISION EXPERTS, INC.",Tow Truck Company - 124,Damaged Goods - D01,07/26/2018,09/10/2018,Advised to Sue - ATS,No,0.00,2000,EASTERN PKWY,,BROOKLYN,NY,11233,10301,-73.94709392899543,40.699265075989565
"ASA Home Services, Inc",Electronic & Home Appliance Service Dealer - 115,Non-Delivery of Service - N02,03/10/2017,04/06/2017,Goods Repaired - GRS,Yes,120.00,2006,RALPH AVE,B,BROOKLYN,NY,11234,11234,,
CONVA-AIDS INCORPORATED,Dealer In Products For The Disabled - 119,Surcharge/Overcharge - S02,03/10/2017,03/21/2017,Resolved and Consumer Satisfied - SPF,Yes,0.00,30,HOPPER ST,,WESTBURY,NY,11590,10075,,
HOLA MOBILE INC.,Electronic Store - 001,Breach of Contract - B03,12/20/2016,01/13/2017,Advised to Sue - ATS,No,0.00,7920,ROOSEVELT AVE,,JACKSON HTS,NY,11372,11372,,
"KNIGHTS COLLISION EXPERTS, INC.",Tow Truck Company - 124,Surcharge/Overcharge - S02,03/07/2017,05/08/2017,Referred to Hearing - RTH,No,0.00,2000,EASTERN PKWY,,BROOKLYN,NY,11233,11373,,
GIFTS AND LUGGAGE,Retail Store - 820,Misrepresentation - M01,12/15/2016,01/09/2017,Resolved and Consumer Satisfied - SPF,Yes,0.00,850,7TH AVE,,NEW YORK,NY,10019,,-73.98119234606403,40.763942119685346
"MIDLAND CREDIT MANAGEMENT, INC.",Debt Collection Agency - 122,Billing Dispute - B02,09/06/2017,09/25/2017,Resolved and Consumer Satisfied - SPF,Yes,0.00,,,,,,,10031,,
ZENITH PARKING LLC,Garage & Parking Lot - 098,Damaged Goods - D01,03/24/2017,03/28/2017,Cash Amount - AMT,Yes,1014.00,205,E 38TH ST,,NEW YORK,NY,10016,07442,,
"SEARS, ROEBUCK AND CO.",Appliances - 244,Defective Goods - D02,11/24/2017,12/20/2017,Resolved and Consumer Satisfied - SPF,Yes,0.00,3333,BEVERLY RD,B-2113A,HOFFMAN ESTATES,IL,60179,11434,,
MJ BUILDING AND MAINTENANCE INC.,Home Improvement Contractor - 100,Non-Delivery of Service - N02,06/07/2017,08/01/2017,Advised to Sue - ATS,No,0.00,11711,115TH AVE,,SOUTH OZONE PARK,NY,11420,11229,-73.82094813318864,40.676655500035764
Parlor Club NYC LLC,Misc Non-Food Retail - 817,Exchange Goods/Contract Cancelled - E01,09/12/2017,10/25/2017,No Business Response - NVR,No,0.00,21,W 9TH ST,,NEW YORK,NY,10011,10025,-74.0071435388752,40.725794158017315
ASAP TOWING INC.,Tow Truck Company - 124,Damaged Goods - D01,10/23/2017,11/29/2017,Advised to Sue - ATS,No,0.00,5609,56TH TER,,MASPETH,NY,11378,,-73.91410330228676,40.7238025822284
COSTA MAR TRAVEL,Travel Agency - 440,Exchange Goods/Contract Cancelled - E01,04/20/2017,05/05/2017,Advised to Sue - ATS,No,0.00,7819,ROOSEVELT AVE,,JACKSON HEIGHTS,NY,11372,11373,-73.88739159221295,40.74728015297337
MIKE'S HEAVY DUTY TOWING INC.,Tow Truck Company - 124,Surcharge/Overcharge - S02,02/17/2017,03/28/2017,Cash Amount - AMT,Yes,425.00,816,LIBERTY AVE,,BROOKLYN,NY,11208,11361,,
"125 VERTICAL PARKING GROUP, LLC",Garage - 049,Misrepresentation - M01,08/04/2017,08/22/2017,Cash Amount - AMT,Yes,200.00,123,BAXTER ST,,NEW YORK,NY,10013,10013,-73.99891776958178,40.718161201455175
SP PLUS CORPORATION,Garage - 049,Misrepresentation - M01,01/03/2018,01/17/2018,Credit Card Refund and/or Contract Cancelled - CRC,Yes,15.00,360,W 31ST ST,1100,NEW YORK,NY,10001,11565,,
PORT PARKING LLC,Garage - 049,Exchange Goods/Contract Cancelled - E01,09/07/2018,09/18/2018,Cash Amount - AMT,Yes,557.00,270,MADISON AVE,2,NEW YORK,NY,10016,08534,-73.9856657759701,40.76047615290241
APOLINAR TAXES & MULTI-SERVICES,Tax Preparers - 891,Refund Policy - R01,08/10/2017,08/29/2017,Referred to Outside - RTO,NA,0.00,216,NAGLE AVE,,NEW YORK,NY,10034,10035,-73.92268412259747,40.862351672717985
"MADISON R.T.S., LLC",Employment Agency - 034,Advertising/Misleading - A02,09/12/2018,09/25/2018,Referred to Outside - RTO,NA,0.00,30,WALL ST,8,NEW YORK,NY,10005,11216,-74.01021812672232,40.706838610354374
"BSD, INC. NY",Home Improvement Contractor - 100,Quality of Work - Q01,03/08/2017,04/19/2017,Referred to Hearing - RTH,No,0.00,479,VAN BRUNT ST,STE 9C,BROOKLYN,NY,11231,10003,,
"PLAZA MOTORS OF BROOKLYN, INC.",Secondhand Dealer Auto - 005,Advertising/General - A01,05/02/2017,05/11/2017,Referred to Outside - RTO,NA,0.00,2722,NOSTRAND AVE,,BROOKLYN,NY,11210,,-73.94527427989166,40.61824654059772
GO NEWYORK TOURS INC,Sightseeing Bus - 078,Exchange Goods/Contract Cancelled - E01,03/30/2017,04/21/2017,No Satisfactory Preempted - NSP,NA,0.00,2,E 42ND ST,,NEW YORK,NY,10017,76017,,
FS LAUNDRY CORP,Laundry - 064,Surcharge/Overcharge - S02,09/27/2017,10/18/2017,No Satisfactory Agreement - NSA,No,0.00,2115,21ST AVE,,ASTORIA,NY,11105,11105,-73.91511529765998,40.7818492578573
"CREDIT CONTROL, LLC",Debt Collection Agency - 122,Billing Dispute - B02,04/10/2017,04/17/2017,Bill Reduced - BLR,Yes,0.00,5757,PHANTOM DR,STE 330,HAZELWOOD,MO,63042,10036,,
ALI WIRELESS ELECTRONICS,Electronic Store - 001,Surcharge/Overcharge - S02,09/26/2017,10/17/2017,Credit Card Refund and/or Contract Cancelled - CRC,Yes,418.00,488,7TH AVE,,NEW YORK,NY,10018,10121,,
AB'S A-Z CONTRACTING INC,Home Improvement Contractor - 100,Quality of Work - Q01,03/07/2017,04/03/2017,Referred to Hearing - RTH,No,0.00,16,STONER AVE,2C,GREAT NECK,NY,11021,10451,,
TVSUPERSTORES.COM,Electronic Store - 001,Defective Goods - D02,04/13/2018,04/26/2018,Resolved and Consumer Satisfied - SPF,Yes,0.00,417,5TH AVE,GROUND,NEW YORK,NY,10016,55810,,
BASEMENT WATERPROOFING SOLUTIONS,Home Improvement Contractor - 100,Quality of Work - Q01,05/01/2017,07/07/2017,No Consumer Response - NCR,NA,0.00,10,S RIVER RD,5,CRANBURY,NJ,08512,10306,,
"PROFESSIONAL CLAIMS BUREAU, INC.",Debt Collection Agency - 122,Misrepresentation - M01,07/10/2018,07/12/2018,Bill Reduced - BLR,Yes,18.00,439,OAK ST,,GARDEN CITY,NY,11530,11432,,
U.S. FURNITURE,Furniture Sales - 242,Damaged Goods - D01,01/26/2018,02/05/2018,No Satisfactory Agreement - NSA,No,0.00,3242,STEINWAY ST,,ASTORIA,NY,11103,11106,-73.91998281557615,40.75777587379686
JACKSON HEWITT TAX SERVICE INC.,Tax Preparers - 891,Surcharge/Overcharge - S02,04/26/2017,07/03/2017,Cash Amount - AMT,Yes,1392.00,10,EXCHANGE PL,27,JERSEY CITY,NJ,07302,10031,-73.949394577099,40.82786551418702
ULTIMATE COLLISION ENTERPRISES INC,Tow Truck Company - 124,Surcharge/Overcharge - S02,04/06/2018,04/30/2018,Cash Amount - AMT,Yes,272.00,116,CAMPBELL AVE,,STATEN ISLAND,NY,10310,10314,,
CHELSEA WIRELESSONE INC.,Electronic Store - 001,Exchange Goods/Contract Cancelled - E01,01/10/2017,01/30/2017,Credit Card Refund and/or Contract Cancelled - CRC,Yes,121.00,,,,,,,10001,-74.0012016980983,40.74158494301151
,Home Improvement Contractor - 100,Breach of Contract - B03,12/13/2016,02/03/2017,Consumer Took Action - CTA,No,0.00,,,,,,,10014,-73.92860388677887,40.685759058139425
M & M FURNITURE,Furniture Sales - 242,Exchange Goods/Contract Cancelled - E01,05/17/2018,07/02/2018,Advised to Sue - ATS,No,0.00,2815,CHURCH AVE,,BROOKLYN,NY,11226,11226,-73.95071816832387,40.650755527634836
SMG AUTOMOTIVE HOLDINGS LLC,Secondhand Dealer Auto - 005,Defective Goods - D02,01/12/2018,02/26/2018,Goods Repaired - GRS,Yes,0.00,2286,FLATBUSH AVE,,BROOKLYN,NY,11234,13838,,
SAFEWAY LIFTS INC.,Home Improvement Contractor - 100,Non-Delivery of Service - N02,03/21/2017,05/19/2017,Resolved and Consumer Satisfied - SPF,Yes,0.00,4996,EXPRESS DR S,,RONKONKOMA,NY,11779,11385,,
D & D'S IMPRESSIVE AUTO COLLISION INC.,Tow Truck Company - 124,Surcharge/Overcharge - S02,05/24/2017,07/18/2017,Referred to Hearing - RTH,No,0.00,334,E 126TH ST,,NEW YORK,NY,10035,10518,,
MISTER HVAC CORP.,Home Improvement Contractor - 100,Quality of Work - Q01,06/26/2018,08/06/2018,No Satisfactory Agreement - NSA,No,0.00,9703,SUTPHIN BLVD,2,JAMAICA,NY,11435,,-73.74915431112926,40.69003668768002
627 ELEVENTH AVENUE AUTOMOTIVE CORP.,Secondhand Dealer Auto - 005,Refund Policy - R01,03/02/2017,03/21/2017,Cash Amount - AMT,Yes,21387.00,7500,W SIDE AVE,,NORTH BERGEN,NJ,07047,10025,,
WORLD WIDE AUTOMOBILE INC,Secondhand Dealer Auto - 005,Damaged Goods - D01,04/18/2017,05/02/2017,Advised to Sue - ATS,No,0.00,9818,4TH AVE,,BROOKLYN,NY,11209,11364,-74.03279076395384,40.61384400765444
AUTORAMA ENTERPRISES INC.,Tow Truck Company - 124,Damage / Estimate,01/12/2018,01/31/2018,Referred to Outside - RTO,NA,0.00,935,GARRISON AVE,,BRONX,NY,10474,10801,,
CITY WORLD ESTATE AUTO HOLDINGS LLC,Secondhand Dealer Auto - 005,Defective Goods - D02,01/19/2018,01/24/2018,Goods Repaired - GRS,Yes,0.00,3305,BOSTON RD,,BRONX,NY,10469,10466,,
CITY SEWING MACHINE CORP.,Misc Non-Food Retail - 817,Exchange Goods/Contract Cancelled - E01,04/27/2017,05/03/2017,Advised to Sue - ATS,No,0.00,300,W 38TH ST,,NEW YORK,NY,10018,11355,-73.99206287822823,40.754880236932095
EXPERT CONSTRUCTION LLC,Home Improvement Contractor - 100,Non-Delivery of Service - N02,06/29/2018,08/10/2018,Advised to Sue - ATS,No,0.00,929,E 28TH ST,,PATERSON,NJ,07513,11385,,
B & M ELECTRONIC DIAGNOSTIC REPAIR SERVICE INC,Tow Truck Company - 124,Surcharge/Overcharge - S02,06/07/2017,06/27/2017,Cash Amount - AMT,Yes,245.00,6202,ALMEDA AVE,,ROCKAWAY BEACH,NY,11692,08840,-73.79243304871567,40.59723362749063
QUEENS MOTORS INC.,Secondhand Dealer Auto - 005,Exchange Goods/Contract Cancelled - E01,05/08/2017,06/27/2017,Cash Amount - AMT,Yes,4500.00,,,,,,,11225,-73.89786641010085,40.694538364621756
ULTIMATE COLLISION EXPERTS INC,Tow Truck Company - 124,Surcharge/Overcharge - S02,05/11/2018,05/23/2018,Consumer Withdrew Complaint - CWC,NA,0.00,1704,SEDDON ST,APT 32,BRONX,NY,10461,10306,,
